# timestamp x y z q_x q_y q_z q_w
1520621181.941777945 0.49533830485182995 -0.00853043252005156 0.006184198322886076 0.012401014844987984 -0.03602092726316203 -0.996865076208939 0.06934498875089996
1520621181.991874218 0.5600591590271944 -0.005485633843727148 0.009658669819808762 0.01183633798733016 -0.04369692010336403 -0.9971224420529301 0.06080555756615584
1520621182.041982174 0.6200129519045489 -0.0012076399236647293 0.01118904392953993 0.012598510505197412 -0.04945167005931964 -0.9973542091978185 0.051772495176385706
1520621182.091782331 0.6746971466810843 -0.003358782586115857 0.01673905346580604 0.01007480539982674 -0.051352926860989065 -0.9975817850993755 0.045737919026877544
1520621182.141470671 0.723727962105904 0.00031382637981642876 0.016830821093495308 0.005416721555644497 -0.04721896994186234 -0.9979646466124887 0.04251578667775916
1520621182.190906286 0.784234482236403 -0.0011794230471589466 0.021073163057708136 0.0029263452254407155 -0.039656579705122576 -0.9985208536834971 0.037079602868597995
1520621182.240616083 0.8340842392270016 0.0016387041496378815 0.016355425070598742 0.0015244459923410985 -0.029385837514380175 -0.9991757449664432 0.027963892589338298
1520621182.290561676 0.8821939285101109 0.004217065197780391 0.013677901205547634 0.002270745687348432 -0.02018541022525531 -0.9996136771415977 0.018970751158438687
1520621182.340471745 0.9286700648397844 0.007960261333251827 0.009913048380575287 0.004051251404160921 -0.01458420429957968 -0.9998066227410038 0.012554101729574597
1520621182.390206337 0.9815447066723947 0.014133429354403305 0.005473601406629233 0.006388758217162507 -0.014757084625159017 -0.9998329380069471 0.008689551093397103
1520621182.440090895 1.0293415049617647 0.019248321878759963 0.004930861002429658 0.007619421321867816 -0.020440311078586255 -0.99974977407769 0.004952507782769169
1520621182.489971161 1.0777108208736312 0.02548022956482401 0.005277804118623081 0.00997565758184897 -0.028681913276722183 -0.9995384992367126 0.0007890818823375197
1520621182.539724112 1.126206882179654 0.030005323945388348 0.006244570814744801 -0.01352878210457541 0.03505214382027095 0.9992500410399526 0.009363479589509973
1520621182.589473963 1.1772914213458978 0.031100361310054704 0.01099160603357685 -0.015458906307459414 0.036366288433754494 0.9989543901820657 0.02299220775192147
1520621182.639449120 1.2196432152486905 0.033154344389803574 0.013452176439319098 -0.014030314591553312 0.03254984131305106 0.9987756223430082 0.03450962642936098
1520621182.689455748 1.2602852440838623 0.033439519154920265 0.014858172886816517 -0.011514875975569962 0.028313961520244547 0.998618100557393 0.04275063102975332
1520621182.739444733 1.2993986746447492 0.03289823387825767 0.014927888821656002 -0.009607597844255425 0.02759293714410006 0.9983192319220549 0.05005032525352272
1520621182.789466619 1.335282228314622 0.030661846728052708 0.013493230355893733 -0.009468729567607217 0.029552344285951864 0.9978970201586644 0.05690816519655341
1520621182.839401722 1.3747891190949961 0.027025853971601677 0.01294212765443272 -0.010698065381793189 0.030396404725122624 0.997446491055272 0.06373466449585057
1520621182.889364958 1.4074306614536078 0.022301356089028262 0.010341018786412368 -0.011546271051065355 0.028798698267470686 0.9971403170077199 0.06890941010238211
1520621182.939334631 1.4395942404456081 0.016755928761616648 0.0062643085930411445 -0.010244340492230887 0.026982464705384537 0.9971145071892403 0.07021153494305855
1520621182.989278793 1.4696895726515795 0.008958577868498 0.0006394809253777972 -0.008955831359355248 0.026533584692763446 0.9971454638549666 0.07011908357557346
1520621183.039263964 1.5049390587800002 -0.0022413524163472816 -0.006166386559916616 -0.006515574441105999 0.026639961756564495 0.9975062660380293 0.06503159956651579
1520621183.089205265 1.5300650844411972 -0.014089288339877496 -0.01603069160807175 -0.0035524284222726936 0.026144679282089644 0.9979557090570474 0.058208579762669625
1520621183.139140129 1.552193701493605 -0.026967320100869843 -0.0280880789109656 -0.001995164631153017 0.025109894680439896 0.9982208885013367 0.054042300717436084
1520621183.188915014 1.5748708580959063 -0.050167780539697976 -0.036894209265365144 -0.001767430654113234 0.023271575861013877 0.998282600519921 0.05373229424668262
1520621183.238888025 1.5922763477235156 -0.06109945124090637 -0.055873495133854034 -0.0016882587044692275 0.023032452746661162 0.9983697164228593 0.05219736806352606
1520621183.288859367 1.6071359688755584 -0.07260432607148334 -0.07923163497112325 -0.002057283284532005 0.02626357961189476 0.9982565015991928 0.05281996768645142
1520621183.338821650 1.618790938321976 -0.08516518406378701 -0.10636127568565268 -0.000424135233505271 0.03346814838816123 0.9980827471043119 0.05206278023196735
1520621183.388710976 1.6335834892303873 -0.09497130160601051 -0.13524067311594323 0.0024651516621235813 0.043643593335672956 0.997713690938598 0.0515417374727803
1520621183.438642502 1.6384015404682968 -0.11152156030478752 -0.16564369015405728 0.006585041523720178 0.057725338997508084 0.9968472518769221 0.05403682902596962
1520621183.488554955 1.6394736206490623 -0.1288817250341168 -0.19643834179690775 0.01163664648604594 0.07552321163153963 0.9953353456271647 0.05889297673465801
1520621183.538554668 1.6356326389156408 -0.1511280189136441 -0.2272104653381263 0.01802129535683156 0.09406462159627144 0.9934712566182822 0.0619834022211072
1520621183.588520288 1.6294325937458125 -0.17249891401366002 -0.2559263594603026 0.024117762410415258 0.10850810581455365 0.9917088011997125 0.06448238621423527
1520621183.638482571 1.6198639001271888 -0.19415482082424854 -0.28317502296250713 0.029185438986242488 0.11732191811581191 0.9903415418570334 0.06787789148935619
1520621183.688410521 1.6076140635854255 -0.2169539580780957 -0.3078676749460767 0.03267104926410794 0.12141730608090966 0.9893451598037568 0.07339342679638206
1520621183.738357067 1.5925386911625032 -0.24200541000401035 -0.330190776043615 0.035251584276633274 0.1231939984210124 0.9885468508512241 0.07972257039984812
1520621183.788255692 1.5762222705011897 -0.2706259014270063 -0.3498501639646076 0.03462802161637267 0.12517418548568107 0.9877473461053692 0.08653036269849183
1520621183.838787079 1.5568608749981108 -0.2986099190902267 -0.3693066733775636 0.031053713847122428 0.12849672171308985 0.9870954695440023 0.09037031244272296
1520621183.888769865 1.5334136251191526 -0.3281971453263301 -0.3877568149205854 0.024613404240023624 0.1347187773609179 0.9862920048537582 0.09204951124069614
1520621183.938700676 1.5037253501803263 -0.35827822444176455 -0.405086423694712 0.01656508907874368 0.14320415030120834 0.9852298438498219 0.09241387313589945
1520621183.988690853 1.4738836008922533 -0.39020894786871074 -0.41910870697881136 0.009879130630808836 0.15149115170592717 0.9841092573906403 0.09209670597167856
1520621184.038669586 1.4392752898695143 -0.42213912899957157 -0.4294364234494387 0.005883645912169131 0.15718300776967933 0.9833953238594062 0.09051255045965026
1520621184.088592768 1.4002215359777745 -0.4534150096935187 -0.4357556588931395 0.0037070833574594482 0.15881251874086244 0.9834502374935529 0.08712331374574087
1520621184.138577461 1.36031699955565 -0.48329668801845455 -0.43966108429203243 0.0002226136803852998 0.15837370758850097 0.9840258211321781 0.0813074568103325
1520621184.188585520 1.3164730384181618 -0.5117823839811884 -0.44241680568076425 -0.005145754556646716 0.15741512133024305 0.9848937159565231 0.07196088559752006
1520621184.238972902 1.2682204122767127 -0.5388656926578537 -0.44374037703654184 -0.009926218556260129 0.15611131647139342 0.9859421135606148 0.058727129696330385
1520621184.288938522 1.217309608869852 -0.5637959639502504 -0.4436549416019339 -0.015291448978755494 0.1568080998605451 0.9865838311874455 0.04277540702036232
1520621184.338946342 1.1647472507243024 -0.5862203867996513 -0.4409992681091188 -0.022642644681189334 0.16000781611917964 0.986452392405278 0.028222100214471652
1520621184.388887882 1.1060125088218218 -0.6076686106946773 -0.43228159026177326 -0.023469145473952152 0.16326856761931557 0.9861428543636707 0.01774386727102552
1520621184.438836336 1.051551759825579 -0.6189741022134357 -0.4247323445570393 -0.016988002276371574 0.16774145190455061 0.9856489382262295 0.008389497310193722
1520621184.488789082 0.9962698747716763 -0.6255946718866853 -0.4152774948656538 -0.007873430116439557 0.1752071100245353 0.9844989118680024 0.0015395537571576993
1520621184.538781881 0.939521737874844 -0.6268690609141592 -0.40456847113879757 0.0052445486217191995 -0.18328291915809036 -0.9830294899196172 0.005734823713130478
1520621184.588803768 0.8813067935073885 -0.6232563830254871 -0.392000473710495 0.007706754927670351 -0.18604786799607462 -0.9823802744870826 0.015993531232481782
1520621184.638808250 0.8107621415852108 -0.6094530724225687 -0.3743852557610101 0.010667184840829444 -0.1811118253474015 -0.9830227855632764 0.02740293689225094
1520621184.688799381 0.749872569953515 -0.5976139642320564 -0.3551579102050538 0.011400154868860866 -0.16818265786197878 -0.9848431333375276 0.04084890183796411
1520621184.738770247 0.6894111256927792 -0.5854376358576884 -0.33121340573798563 0.010568616416250525 -0.15033653223972226 -0.9869710561078768 0.05635038443953578
1520621184.788763762 0.628562521598465 -0.5720628945935843 -0.30266280510496785 0.013664249766956252 -0.13117409336509556 -0.9888864825815585 0.0686306788224081
1520621184.838736534 0.5681092406034911 -0.5594990341405376 -0.2689089822540431 0.0138868748970063 -0.11009301135261008 -0.9908966583454535 0.07622660976799873
1520621184.888704300 0.5087036777139293 -0.5485120764914152 -0.23231127821027178 0.004041939017095504 -0.08732410213400008 -0.9925830157679136 0.0844814815480088
1520621184.938708544 0.4515800506225896 -0.5393226782387449 -0.1954111667064161 -0.0038132034218173595 -0.06410088329385408 -0.9937047349957273 0.09180106692017852
1520621184.988731623 0.39728600775378814 -0.5319317354263684 -0.16010547356628793 -0.011435599142330286 -0.04219360528875373 -0.9940214466413702 0.10005143858031512
1520621185.038168192 0.34303992855181414 -0.5243525557262153 -0.12749046287268093 -0.020266433282263983 -0.024250905122985927 -0.993550797741574 0.10889434140401151
1520621185.088198662 0.2891482915760408 -0.518391172205267 -0.09871361594695836 -0.03020921604527393 -0.01271803132453246 -0.9924407124823265 0.11826701633477768
1520621185.138205767 0.23466729909932005 -0.513206770962158 -0.07382083861807945 -0.038129084888533754 -0.006906739221330051 -0.9907170635460486 0.13030030636029397
1520621185.188227892 0.18035832230496932 -0.5096103155379971 -0.05407006333680599 -0.04118074829520248 -0.004783968003148299 -0.9890629594122472 0.14154759601872313
1520621185.238223314 0.12555632125206864 -0.5057528802200757 -0.03855188337969323 -0.044380922847456525 -0.004876688613444756 -0.9868288503913933 0.1554843131334369
1520621185.288226843 0.07052706646722584 -0.5031047953108276 -0.028945186551074576 -0.042861648753814235 -0.006601229000325245 -0.9849350644633653 0.1673983919646074
1520621185.338174820 0.015641873897773096 -0.5005870225973119 -0.02398015105196113 -0.03980188797871636 -0.011126254036705707 -0.9831669910550791 0.17797382921132648
1520621185.388173580 -0.03682908736372527 -0.4996897928711104 -0.02547282444839213 -0.03710658570901487 -0.019245056381415063 -0.9813798825434478 0.18747334541450036
1520621185.438167810 -0.0885875960266731 -0.49994788148423236 -0.03368594613881592 -0.03360510643900151 -0.030161962915070378 -0.9794839999399692 0.19639767482313025
1520621185.487773657 -0.1378903883690154 -0.5000090524118027 -0.046076704630357686 -0.028063095576826735 -0.04187411791357222 -0.9770022695155473 0.20718490842017465
1520621185.537773371 -0.18520585803286027 -0.5001881649460899 -0.062443778475334485 -0.021485313113634923 -0.05616692938390497 -0.9736193747847263 0.22011126824356633
1520621185.587736607 -0.2292922436436604 -0.5007436564776525 -0.08137120807807392 -0.015349291774253959 -0.07403741439775881 -0.9691199721429352 0.23471118444803638
1520621185.637725592 -0.27136284317604437 -0.5013012609782683 -0.10242618085750521 -0.008532588417151488 -0.09481383815345291 -0.9636878437351392 0.24948601336875065
1520621185.687709570 -0.3108660104081489 -0.5008732406762278 -0.12306329578412224 0.0019282234839358729 -0.11594610062793835 -0.9577247222583758 0.2632795853811853
1520621185.737703562 -0.3482871719476533 -0.49868255916135396 -0.1404267315731042 0.01113879231187927 -0.13415565805075766 -0.9509591272141552 0.27848684903760373
1520621185.787690639 -0.3829343304134372 -0.49351971066512 -0.15257919182101545 0.01564012213525382 -0.14687257572413567 -0.9439593644931501 0.2951686827314861
1520621185.837668419 -0.41518759319339094 -0.48391681348904986 -0.15837307077485316 0.016284076010101366 -0.15264464741227363 -0.938124263828843 0.310414732415315
1520621185.887925386 -0.4440286545469072 -0.46961620056685355 -0.15748089441022586 0.011701310790879986 -0.1523543166291425 -0.9334091857101854 0.3246514031420333
1520621185.937759638 -0.4682781075237264 -0.4503946555072789 -0.1501636812182288 0.00628759231124143 -0.14644266662299965 -0.93035355690428 0.33609116431531993
1520621185.987684488 -0.4870165583564458 -0.42567479418266163 -0.1344887035637333 0.001390127995843456 -0.1350688039483909 -0.928878813357448 0.34487481183723123
1520621186.037616253 -0.5003268472579239 -0.3957124940057362 -0.1107579053398541 -0.0053130010789548595 -0.11777927853130847 -0.9284915453400068 0.3521409714877066
1520621186.087571621 -0.5080061987721338 -0.36078382494265193 -0.08068708346416201 -0.013924750764835792 -0.0968585401415512 -0.9289728161591833 0.35697903489569405
1520621186.137525797 -0.5099992109229287 -0.3228186023137195 -0.04664875147461702 -0.023204998655733826 -0.0757628572149031 -0.9301993047513867 0.35840029428567527
1520621186.187516212 -0.506047015159125 -0.2844587453052593 -0.010635204123907052 -0.03394191566184596 -0.05699644745241284 -0.9296690024812556 0.3623739741820814
1520621186.237533331 -0.49493572204199004 -0.2466448075311583 0.025007162283284697 -0.039289273842324744 -0.039509430493698705 -0.9306053515612598 0.3617582583833446
1520621186.287679672 -0.4774588500532043 -0.20958982158736453 0.058293556715316074 -0.04377192753105114 -0.022893377890630135 -0.93275047210027 0.3571224837582996
1520621186.337692499 -0.45424074578510626 -0.17259938326808194 0.08846418928783104 -0.04837854380999073 -0.007666095880995465 -0.9371231948272364 0.3455443027884585
1520621186.387694836 -0.4254062996469815 -0.13641271172990144 0.11482589094489537 -0.053940184782601805 0.005069967886965816 -0.9419516379148511 0.331348553219677
1520621186.437707424 -0.3929079160084948 -0.10157516713971053 0.13645237548934863 -0.05990182595537391 0.015007552012647635 -0.9459378888335701 0.31841491029612307
1520621186.487720490 -0.3572884633379695 -0.06779333696882263 0.15200044605077515 -0.06539790714593893 0.021067801673608097 -0.9492230103238809 0.3070096710939936
1520621186.537736177 -0.318818181505935 -0.035163181574541846 0.16086982241519143 -0.06606341355679651 0.023084680666817486 -0.952280526531244 0.29709345616676197
1520621186.587754250 -0.2781081489381323 -0.004796811011972315 0.16321431855350674 -0.06309155233178705 0.022238520562213482 -0.9552494320774507 0.28813786065575836
1520621186.637747049 -0.2346116635155316 0.021948867749931045 0.15844399897230563 -0.05802278835511699 0.02021478046621586 -0.9582795409171686 0.27915056894403917
1520621186.687316418 -0.1910202561900428 0.04632844721050483 0.14808692621609607 -0.05513760331659122 0.017129723043713144 -0.9609251597345887 0.27071988231011646
1520621186.737320900 -0.14714933538694036 0.06835532870001124 0.13219370739586017 -0.05476950464122135 0.012333591397407221 -0.9628139972947758 0.264267649359229
1520621186.787321329 -0.10209160128654218 0.08939841006870285 0.11190102166473781 -0.058027344519220724 0.003225597524909104 -0.9649532439903947 0.2559055679759018
1520621186.837304831 -0.055528879081056026 0.10925375947261703 0.08699467805542403 -0.0634940948115859 -0.009431007327412365 -0.9677549563107325 0.24357729894401056
1520621186.887297153 -0.008310845400016514 0.1303721417073401 0.05999371811048569 -0.07252307089285165 -0.023714724522926226 -0.9702524059750193 0.2297570123603602
1520621186.937294483 0.040089075347405405 0.15075859906571853 0.03015365575864401 -0.07851349567392873 -0.03864083550318602 -0.972610595126307 0.21533960870384847
1520621186.987300396 0.09020833778482032 0.1691667218802164 -0.0015158082294142255 -0.0776668874179108 -0.05366356885892121 -0.9752177165033095 0.20009618035886662
1520621187.037298679 0.14243037030619135 0.1852776524332095 -0.03334830416458172 -0.07391237423328459 -0.06724932885380694 -0.97851624797509 0.18033424841849546
1520621187.087372303 0.195490877340555 0.19757097913788588 -0.0636151841461698 -0.07427890335830788 -0.07801048476011259 -0.9820200057420114 0.15502811714601775
1520621187.137364626 0.2504755634380424 0.20526872067856192 -0.0906230506018717 -0.07876420954132483 -0.08664256371486664 -0.9846034383089289 0.12978957862047585
1520621187.187361240 0.30687579331505843 0.20884190682056217 -0.11541285423386952 -0.08308288010433844 -0.09252338899008504 -0.9868393804821257 0.10336679666610632
1520621187.237359285 0.36457603313194836 0.20927064651804453 -0.13890222357298226 -0.08407936725085888 -0.09532150036913437 -0.9891785894335192 0.07328157869741588
1520621187.287355900 0.42279980172126874 0.20494937948644631 -0.1604742354319523 -0.08455752385415159 -0.09723400420917286 -0.9907832301080713 0.04176319577955922
1520621187.337353706 0.4801710513129948 0.19538048972599195 -0.1790735836025776 -0.08895731887274468 -0.10087755769145076 -0.9908390717017594 0.012175703773354005
1520621187.387348652 0.537840762023564 0.18160626874914143 -0.19554647393044414 0.09179638743733451 0.10777915431094327 0.9897886346334395 0.01659927407884101
1520621187.437332153 0.5965996088927424 0.16542249725450894 -0.20920139267595253 0.09200986741293865 0.11532353240329052 0.9880833944864645 0.043884766295225947
1520621187.488012791 0.6560626978712183 0.14454696062242614 -0.21928447274190188 0.09180634195736595 0.12112934492487017 0.9858806396603395 0.07027547023961443
1520621187.538006783 0.7147462124173358 0.12161858817735964 -0.2240187897087384 0.09399283381316621 0.12336748731216814 0.9834000942214032 0.09418102224645881
1520621187.588006496 0.773733700418475 0.09734291650246224 -0.22308987212040893 0.09616557945758565 0.12167770333674005 0.9810045799581094 0.11651923420404223
1520621187.638011694 0.832499000066882 0.07306728640247723 -0.21604187060266528 0.09457962889222743 0.11623216000107862 0.9790789973948244 0.1376557141583222
1520621187.688013077 0.8906498233233808 0.04851101038709788 -0.20426304017170308 0.08594111956500172 0.11033750108589493 0.9773911266776489 0.15857599223662522
1520621187.738015175 0.9456641719054386 0.025190364865659558 -0.18714378282518299 0.07369543713786923 0.10578761519112354 0.9755766081126657 0.17784331508555343
1520621187.788022995 0.997015843544432 0.004403090399264453 -0.16561455574029874 0.05889499717984189 0.10297473680744976 0.9729966536040198 0.1980027650362542
1520621187.838030815 1.0416707302343644 -0.013206695967678957 -0.13959215606583628 0.04764152601458261 0.09805730738797078 0.9705324034062086 0.2148997519900649
1520621187.888038158 1.07878868594998 -0.027265082272685325 -0.10957834331750642 0.03716122509006514 0.08919539207020356 0.9683815770380804 0.2300007535563497
1520621187.938328505 1.1083167187184462 -0.03632383184116776 -0.07658476036563094 0.025724520847899703 0.07696656377274286 0.9665210707336392 0.24341613939108875
1520621187.988343954 1.1301480781448163 -0.03973672636472866 -0.04106246391220899 0.015043730908188868 0.06376033310127611 0.9647559723315206 0.2548611777690725
1520621188.038362980 1.1443275984774297 -0.04012045703998124 -0.004939273420642736 0.008588095795788035 0.05025716674964327 0.9637107133159523 0.2620345832918999
1520621188.088373661 1.1501500575921175 -0.03861790002354851 0.030936507785528776 0.0037847875167681655 0.03858812706116535 0.9633649773729365 0.2653762464965659
1520621188.138372183 1.1485596437627152 -0.03456661614150597 0.06549370696259245 -0.0003613547998089472 0.029989148214762684 0.9641344016476802 0.26371457292218675
1520621188.188372374 1.1399298612389135 -0.028937560271310166 0.09862944295331644 -0.005811178758801452 0.02293392618818669 0.9655384987939907 0.2591827011543687
1520621188.238365173 1.1241901779855807 -0.022558853692594083 0.1303794625277441 -0.013484461602688277 0.014042785839009518 0.9677792673016862 0.25104632887611983
1520621188.288355112 1.102461181616716 -0.015222834383248056 0.16046916542214945 -0.021605212246874738 0.004383173783798284 0.9704740402940314 0.24019604431948316
1520621188.337833166 1.0754205142661313 -0.008893166686011492 0.18763334181461716 -0.028269118919735724 -0.006326897292404913 0.9732260670042276 0.2280172138011423
1520621188.387824535 1.0429248373328848 -0.0037483125670843085 0.21192483660277936 -0.035778340948977215 -0.016253902313696115 0.9756737383070061 0.21567678910014204
1520621188.437819958 1.0056142088653464 0.0011707118869429386 0.2319533526843931 -0.042403580061718064 -0.0252561428047764 0.9781866326838387 0.2017795214763561
1520621188.487814426 0.9644430649212862 0.005383101793013215 0.24624985335985553 -0.04300499254142774 -0.032746490858623946 0.9813507882084479 0.18446915307339565
1520621188.537803173 0.9203283021165206 0.009374578454301622 0.2528487004422488 -0.03701557578244285 -0.036492814356713435 0.9847785188808108 0.165859550224693
1520621188.587788820 0.8741278143939321 0.012965657436210724 0.250667778670225 -0.03067786402333756 -0.03840844582249479 0.9875851817996347 0.14919506908155042
1520621188.637779236 0.8259300616340369 0.015745482067195112 0.23971879585543446 -0.023266375936143342 -0.04022598150378511 0.9896926297457413 0.13545864605042504
1520621188.687765121 0.7756504618720282 0.016781113688772734 0.2209532093222344 -0.01699279169827915 -0.03837351929605805 0.9914113516959102 0.12386383562453582
1520621188.737171412 0.7245570767246015 0.015576439822511024 0.19567340017170795 -0.012553272473742324 -0.0318367605938626 0.9926990117278593 0.1156611781870667
1520621188.787166595 0.6714340060579541 0.012280708259474133 0.16486451297187055 -0.004950410502234335 -0.02172561506956417 0.9939949988339387 0.10713278386575621
1520621188.837165833 0.6170373618863767 0.006363885054826374 0.13017681744189302 0.005272705947667571 -0.008305328822361374 0.9952822208931662 0.09652212626703072
1520621188.887166023 0.5623957226143278 -0.00223699227744409 0.09316666960805542 0.014722573082891202 0.010212296954922496 0.9964284240693432 0.08251878900837514
1520621188.937164307 0.507854596789913 -0.012800235600818681 0.05566037367399439 0.02039974176871177 0.03201970339217882 0.9968847288784116 0.06913339612273317
1520621188.987166643 0.4529603379596731 -0.025727969023726247 0.019847623363382055 0.024845386071621695 0.052921432569941834 0.9967549172821895 0.05533230195349896
1520621189.037167072 0.3978084255197745 -0.039563694423719986 -0.013011965873534492 0.030015030355070974 0.06999081207072892 0.9962885353993489 0.04011905295847017
1520621189.087163448 0.34228801099111783 -0.0551357863851182 -0.04192943741259783 0.03285192057212931 0.08377343001562357 0.9956239354012733 0.02521394443995997
1520621189.137282610 0.2864364639460603 -0.07208757477315374 -0.0655870754755024 0.03415110683082626 0.09417741244460856 0.994920500127562 0.009874984222243954
1520621189.187231779 0.23137545590862157 -0.090033041337096 -0.0834617792478388 -0.0351393984497882 -0.10056674645772525 -0.9942927300578874 0.00578957144594977
1520621189.237233400 0.17696324174999134 -0.10821044980648675 -0.09517777566457351 -0.038901148558878884 -0.10371603445362591 -0.9935845899112291 0.022789197637236372
1520621189.287235022 0.12379169327394886 -0.12680979032974105 -0.10097221062759024 -0.04286199289321911 -0.10659998809438716 -0.9924002086609008 0.044058120174362114
1520621189.337233305 0.07246473005877506 -0.1461277877029494 -0.10132857119161119 -0.045702716200665516 -0.11187398537140321 -0.9904209998230549 0.06679607951445012
1520621189.387232542 0.023574673726398918 -0.16532021307659364 -0.09600975717889462 -0.04855555411562008 -0.118982924383262 -0.9876345449377721 0.08979658966403913
1520621189.437238216 -0.02121442275879858 -0.18335762100801478 -0.08444673165635588 -0.04861275345703631 -0.12511612255096463 -0.9846972900084583 0.11114856332465847
1520621189.487247229 -0.061250433700060516 -0.19908237145243876 -0.06580414147395999 -0.049277095338592605 -0.12445295900231701 -0.9824438972193136 0.12995082795844645
1520621189.537706375 -0.09621772192743211 -0.21385458061260357 -0.04079621402765519 -0.05417015296964223 -0.115179515064668 -0.980767820705332 0.1479653868498558
1520621189.587708950 -0.1245815043364623 -0.22527057494596467 -0.010753177352203954 -0.059552320623441485 -0.10096634416753471 -0.979513078309637 0.16374812326919977
1520621189.637713432 -0.14594751842961404 -0.23502471955480142 0.022398575427829182 -0.06192362623345333 -0.0869747398842479 -0.9785484476345923 0.17619249350666683
1520621189.687721014 -0.15998200824143663 -0.24231899181595332 0.0567347094519439 -0.06217402495208382 -0.07572415125573881 -0.9775830407783047 0.18636427211378045
1520621189.737725258 -0.16663804280536143 -0.24761405120344623 0.09033974348459434 -0.0602945660930051 -0.06633210333993327 -0.9771796505702274 0.19257348695395518
