# timestamp tx ty tz qx qy qz qw
1.520621177636946678e+09 -3.966403380036354065e-02 3.444574400782585144e-02 -2.421968383714556694e-03 3.356613120141531403e-02 -2.369904821010658177e-02 -1.047796818369153490e-02 9.991005365491731904e-01
1.520621177686960220e+09 -4.017977789044380188e-02 3.433057293295860291e-02 -2.251011086627840996e-03 3.476561518569684650e-02 -2.305473515572874915e-02 -1.221841822408976583e-02 9.990548240430854321e-01
1.520621177736958981e+09 -4.028636962175369263e-02 3.394483774900436401e-02 -1.867915736511349678e-03 3.453901053228990853e-02 -2.218900630994751974e-02 -1.408923516848142356e-02 9.990576550944368917e-01
1.520621177786961079e+09 -3.985087573528289795e-02 3.351903706789016724e-02 -1.325976685620844364e-03 3.331874015227855729e-02 -2.138688837106313134e-02 -1.516965532245211253e-02 9.991007677496132056e-01
1.520621177836962223e+09 -3.884924948215484619e-02 3.322218731045722961e-02 -8.367570117115974426e-04 3.269786698034049532e-02 -2.036879359196240580e-02 -1.532884751168828510e-02 9.991401243952257039e-01
1.520621177886964083e+09 -3.753655776381492615e-02 3.290734067559242249e-02 -6.158648757264018059e-04 3.347254437513554753e-02 -1.947777656051861636e-02 -1.481890631042443070e-02 9.991399326466118280e-01
1.520621177936965227e+09 -3.601365908980369568e-02 3.275320306420326233e-02 -9.466029587201774120e-04 3.569401308511755549e-02 -1.859469090686064266e-02 -1.402293191805441784e-02 9.990913533207960162e-01
1.520621177986967087e+09 -3.457296267151832581e-02 3.276851028203964233e-02 -1.347988494671881199e-03 3.777429394739546809e-02 -1.777771828951418484e-02 -1.345056644159460350e-02 9.990376057544555488e-01
1.520621178036968946e+09 -3.340422734618186951e-02 3.274324908852577209e-02 -1.732788863591849804e-03 3.792466857855811974e-02 -1.771371946307931378e-02 -1.275843251595046822e-02 9.990421242649009104e-01
1.520621178086983204e+09 -3.228548541665077209e-02 3.273218125104904175e-02 -1.839187461882829666e-03 3.686675038369192220e-02 -1.792723676533270263e-02 -1.189392519751693647e-02 9.990885803778873919e-01
1.520621178136985064e+09 -3.127041831612586975e-02 3.258807584643363953e-02 -1.578726805746555328e-03 3.606092657174299332e-02 -1.747269237546360612e-02 -1.116402362809656469e-02 9.991344650107768510e-01
1.520621178186985970e+09 -3.006481751799583435e-02 3.208128362894058228e-02 -1.354110776446759701e-03 3.548906013645623109e-02 -1.596434234949532446e-02 -1.104399752869601389e-02 9.991815132910362163e-01
1.520621178236988306e+09 -2.871798165142536163e-02 3.126496821641921997e-02 -8.285377989523112774e-04 3.506568259676444421e-02 -1.455433216528220601e-02 -1.055882721686301345e-02 9.992232385643610160e-01
1.520621178286989212e+09 -2.735351771116256714e-02 3.073101490736007690e-02 -3.175953752361238003e-04 3.499633847390317548e-02 -1.346311822331516458e-02 -9.591819796662978334e-03 9.992507181554154405e-01
1.520621178336991072e+09 -2.613420970737934113e-02 3.067446127533912659e-02 1.930222933879122138e-04 3.447835858335203396e-02 -1.275999458923886623e-02 -8.618330497729581943e-03 9.992868205409858318e-01
1.520621178386992216e+09 -2.525515668094158173e-02 3.066916391253471375e-02 6.712673348374664783e-04 3.342129588789675976e-02 -1.252973797055407720e-02 -7.961533787772766962e-03 9.993310945964350989e-01
1.520621178436994076e+09 -2.486526407301425934e-02 3.048686124384403229e-02 1.063735107891261578e-03 3.236681204609909157e-02 -1.296737037715694867e-02 -7.462412076706482177e-03 9.993640723927750269e-01
1.520621178486996174e+09 -2.497179061174392700e-02 3.030754812061786652e-02 9.172910358756780624e-04 3.251645136265431113e-02 -1.419074464421608492e-02 -6.886011951872287630e-03 9.993467296172142689e-01
1.520621178536998510e+09 -2.527124620974063873e-02 3.030581213533878326e-02 1.552726025693118572e-04 3.439664010461143673e-02 -1.519320308790948412e-02 -6.585308187545615109e-03 9.992710700533254942e-01
1.520621178587000608e+09 -2.584173344075679779e-02 3.041666187345981598e-02 -9.281343081966042519e-04 3.659446381258679021e-02 -1.607286302669388295e-02 -6.480931959021615264e-03 9.991799166383085185e-01
1.520621178637001514e+09 -2.661099657416343689e-02 3.064177185297012329e-02 -1.927685574628412724e-03 3.798011645385390711e-02 -1.690011637753879858e-02 -6.265069749493533055e-03 9.991159320727557303e-01
1.520621178687003374e+09 -2.766914851963520050e-02 3.065068461000919342e-02 -2.702586119994521141e-03 3.814935192404631664e-02 -1.768530849955244136e-02 -6.707102781949168119e-03 9.990930244893732048e-01
1.520621178737005711e+09 -2.881601639091968536e-02 3.044744022190570831e-02 -3.294063499197363853e-03 3.799700569448951487e-02 -1.800977545537378252e-02 -6.971557317222190110e-03 9.990912235301002697e-01
1.520621178787006617e+09 -2.989621460437774658e-02 3.023194894194602966e-02 -3.854242386296391487e-03 3.886773142488951505e-02 -1.783465831324361831e-02 -7.618725653354105863e-03 9.990561442862714303e-01
1.520621178837007523e+09 -3.100093454122543335e-02 3.009653463959693909e-02 -4.391312599182128906e-03 4.061755002679454107e-02 -1.747593772410503676e-02 -8.448083546449955059e-03 9.989862041664420156e-01
1.520621178887009621e+09 -3.212372958660125732e-02 2.994786389172077179e-02 -4.828129429370164871e-03 4.318676875756689154e-02 -1.714671397934299998e-02 -9.484043315898089965e-03 9.988748400707535557e-01
1.520621178937018871e+09 -3.302747011184692383e-02 2.945999056100845337e-02 -5.411673802882432938e-03 4.497990074234709673e-02 -1.704695099272703421e-02 -1.016647848359082326e-02 9.987906951440341796e-01
1.520621178987021923e+09 -3.337555751204490662e-02 2.859367989003658295e-02 -5.870573222637176514e-03 4.534533676184485107e-02 -1.702972941549495481e-02 -9.948052703489924931e-03 9.987766642234882086e-01
1.520621179037021875e+09 -3.281849622726440430e-02 2.737299539148807526e-02 -5.892944056540727615e-03 4.508955140827296260e-02 -1.669482230495430986e-02 -8.899047451043477081e-03 9.988037956558187824e-01
1.520621179087023020e+09 -3.110629506409168243e-02 2.558729611337184906e-02 -5.245982669293880463e-03 4.498205795736304191e-02 -1.527976427862059831e-02 -6.650774320856991072e-03 9.988487925939758538e-01
1.520621179137024879e+09 -2.781414613127708435e-02 2.290340140461921692e-02 -3.749537980183959007e-03 4.421280585042171307e-02 -1.422202830514568590e-02 -3.781854777767314386e-03 9.989137396613184672e-01
1.520621179187026739e+09 -2.306926436722278595e-02 1.936615630984306335e-02 -1.129584503360092640e-03 4.379711024873282621e-02 -1.354817517388167379e-02 -1.179464886082329982e-03 9.989478809957507144e-01
1.520621179237027884e+09 -1.691143028438091278e-02 1.512849424034357071e-02 1.980751287192106247e-03 4.352800946210808736e-02 -1.260384831541114074e-02 1.606348795021026073e-03 9.989714085215140038e-01
1.520621179287029743e+09 -9.257218800485134125e-03 9.652576409280300140e-03 5.456968676298856735e-03 4.223811435807407061e-02 -1.215135437543556421e-02 4.076472299598060157e-03 9.990253593657709708e-01
1.520621179337083817e+09 1.782324761734344065e-05 3.260446246713399887e-03 9.649351239204406738e-03 4.096326063476013468e-02 -1.134751783578077933e-02 5.698790539360075284e-03 9.990799612160798926e-01
1.520621179387059689e+09 1.077091228216886520e-02 -3.791210940107703209e-03 1.440858561545610428e-02 4.158344259327077103e-02 -1.058961857382002131e-02 7.714380543581237162e-03 9.990491307305072732e-01
1.520621179437060595e+09 2.342698350548744202e-02 -1.140232477337121964e-02 1.946554332971572876e-02 4.352546753009294694e-02 -8.718490394673511501e-03 9.056144180093404078e-03 9.989732267954504197e-01
1.520621179487062693e+09 3.788892552256584167e-02 -1.982142962515354156e-02 2.454310283064842224e-02 4.430197499190091648e-02 -6.440082488404498887e-03 9.832485462087328654e-03 9.989490390300183043e-01
1.520621179537063837e+09 5.434376001358032227e-02 -2.932672202587127686e-02 2.977959811687469482e-02 4.237152729747072771e-02 -4.755433801546465368e-03 1.065367762671523381e-02 9.990338025696952062e-01
1.520621179587065697e+09 7.290022820234298706e-02 -3.987799957394599915e-02 3.550516441464424133e-02 3.758397979200340383e-02 -4.052229592394183261e-03 1.015673180466960569e-02 9.992336386938607262e-01
1.520621179637066841e+09 9.307447820901870728e-02 -5.109931156039237976e-02 4.246417433023452759e-02 3.308193086017655049e-02 -5.156312136558090925e-03 8.692709873203483331e-03 9.994015384672836344e-01
1.520621179687068701e+09 1.147050410509109497e-01 -6.240179389715194702e-02 5.051285028457641602e-02 3.054947713216091612e-02 -7.378474667137892989e-03 7.385561565685693289e-03 9.994787346606718303e-01
1.520621179737066984e+09 1.379161179065704346e-01 -7.350692152976989746e-02 5.929965153336524963e-02 2.872922067084746761e-02 -9.849650084534826780e-03 6.250553785343897391e-03 9.995191578205163685e-01
1.520621179787067890e+09 1.624608039855957031e-01 -8.440108597278594971e-02 6.937488168478012085e-02 2.525160730256052755e-02 -1.165627547059271477e-02 5.444329473546782872e-03 9.995983427594176129e-01
1.520621179837070227e+09 1.880403608083724976e-01 -9.514254331588745117e-02 8.048741519451141357e-02 1.905699259252839617e-02 -1.171033269870505253e-02 3.100452476892551559e-03 9.997450106581441398e-01
1.520621179887071133e+09 2.145797461271286011e-01 -1.056897416710853577e-01 9.260419756174087524e-02 1.000228070863911495e-02 -1.235628981458007473e-02 1.178947408300374264e-03 9.998729352100955703e-01
1.520621179937072992e+09 2.421092242002487183e-01 -1.155565679073333740e-01 1.053014919161796570e-01 5.493208703455592463e-04 -1.550123510677829143e-02 1.580200135687822010e-04 9.998796852553917258e-01
1.520621179987074137e+09 2.704569399356842041e-01 -1.248893663287162781e-01 1.180743128061294556e-01 -6.895695756195622909e-03 -2.007774111497446709e-02 -6.348673006062505089e-04 9.997744398789502052e-01
1.520621180037075996e+09 2.991162240505218506e-01 -1.342459172010421753e-01 1.307042241096496582e-01 -1.211013269800012906e-02 -2.409338014606240280e-02 -2.047548997468653410e-03 9.996342637496361538e-01
1.520621180087078094e+09 3.280820846557617188e-01 -1.437932550907135010e-01 1.436566263437271118e-01 -1.552728507877044160e-02 -2.766364527403765081e-02 -3.610393368649188802e-03 9.994901656384411748e-01
1.520621180136997223e+09 3.567388951778411865e-01 -1.527773886919021606e-01 1.572506725788116455e-01 -1.592312329048639619e-02 -3.171877460167266821e-02 -3.680437683948421280e-03 9.993632111804490181e-01
1.520621180186999083e+09 3.851604461669921875e-01 -1.609898060560226440e-01 1.702937483787536621e-01 -1.315628487750936625e-02 -3.351683381135383416e-02 -4.640150126699137297e-03 9.993407842304274924e-01
1.520621180237000227e+09 4.128012359142303467e-01 -1.686034649610519409e-01 1.829922497272491455e-01 -9.339570615586559321e-03 -3.189462664868262382e-02 -4.184334367034111060e-03 9.994388408289736070e-01
1.520621180287002325e+09 4.392584264278411865e-01 -1.751693040132522583e-01 1.945742517709732056e-01 -5.195626357578744456e-03 -2.911892626662604747e-02 -3.042428191539821997e-03 9.995578208540666365e-01
1.520621180337004185e+09 4.643009006977081299e-01 -1.808567047119140625e-01 2.051335275173187256e-01 -2.500982536043737728e-03 -2.676440948635022340e-02 -2.764828471885045569e-04 9.996386022100369750e-01
1.520621180387005329e+09 4.881181418895721436e-01 -1.857295334339141846e-01 2.151233404874801636e-01 -3.430058812812364008e-03 -2.767100637396999532e-02 4.106656766519439263e-03 9.996027638382131153e-01
1.520621180437007189e+09 5.106952786445617676e-01 -1.894030123949050903e-01 2.248830199241638184e-01 -6.672301207901950269e-03 -3.115183585801727800e-02 8.962900520035756852e-03 9.994522049270460062e-01
1.520621180487008333e+09 5.318642258644104004e-01 -1.920510083436965942e-01 2.330074310302734375e-01 -1.103908222554180092e-02 -3.559310447065603539e-02 1.163302855512783618e-02 9.992376805467227951e-01
1.520621180536947966e+09 5.519989728927612305e-01 -1.939472407102584839e-01 2.388115823268890381e-01 -1.709861125704418769e-02 -4.100650930175980813e-02 1.133844445074479700e-02 9.989482185606032294e-01
1.520621180586950064e+09 5.709254741668701172e-01 -1.952259093523025513e-01 2.430028319358825684e-01 -2.513534585084178583e-02 -4.688430222490171106e-02 9.049764868128577777e-03 9.985430277908280416e-01
1.520621180636950970e+09 5.883331894874572754e-01 -1.959581822156906128e-01 2.457842379808425903e-01 -3.426815816491322886e-02 -5.110845900254172569e-02 6.873021582011856236e-03 9.980813495545858283e-01
1.520621180686953068e+09 6.051508188247680664e-01 -1.957824975252151489e-01 2.468238770961761475e-01 -4.284846450583101179e-02 -5.511776782422177917e-02 6.508032387058931313e-03 9.975388144197782081e-01
1.520621180736953974e+09 6.210861802101135254e-01 -1.945981532335281372e-01 2.460312545299530029e-01 -5.014973393330024454e-02 -5.599884935202129738e-02 6.941161893366505284e-03 9.971464051628722292e-01
1.520621180786957979e+09 6.353260874748229980e-01 -1.920318007469177246e-01 2.427893131971359253e-01 -5.413809369278554245e-02 -5.610001781056841302e-02 8.606457072940684391e-03 9.969191460241982883e-01
1.520621180836956978e+09 6.469340324401855469e-01 -1.885619163513183594e-01 2.361149340867996216e-01 -5.271516267304116043e-02 -5.510573729134800314e-02 1.659821687290630524e-02 9.969498325084226176e-01
1.520621180886958838e+09 6.569698452949523926e-01 -1.843728125095367432e-01 2.265641838312149048e-01 -4.477139435915899329e-02 -5.467252651411760173e-02 2.895079657623065780e-02 9.970798806862474217e-01
1.520621180936959743e+09 6.636355519294738770e-01 -1.795517951250076294e-01 2.127865254878997803e-01 -2.968775592937474353e-02 -5.389457061091450923e-02 4.377661908362361076e-02 9.971447337413713585e-01
1.520621180986958027e+09 6.658639907836914062e-01 -1.749151647090911865e-01 1.960296183824539185e-01 -1.021116501067993905e-02 -5.286303880503757241e-02 5.915997519530842574e-02 9.967955299720762108e-01
1.520621181036875963e+09 6.628108024597167969e-01 -1.710448265075683594e-01 1.780129969120025635e-01 1.012340897830303101e-02 -5.064089792446553606e-02 7.423358897140737434e-02 9.959028016410467199e-01
1.520621181086878061e+09 6.538082361221313477e-01 -1.682482063770294189e-01 1.608365029096603394e-01 2.624953181740095898e-02 -4.359386142987236451e-02 8.818808252030305161e-02 9.948031963289988289e-01
1.520621181136878967e+09 6.375397443771362305e-01 -1.671271920204162598e-01 1.465162783861160278e-01 3.513580491203415618e-02 -3.373673491521030077e-02 9.821493729444796816e-02 9.939724010367148033e-01
1.520621181186881065e+09 6.139811277389526367e-01 -1.687507331371307373e-01 1.354063004255294800e-01 3.743929426304072605e-02 -2.495893842929815948e-02 1.064377430047229040e-01 9.933007386998302657e-01
1.520621181236881971e+09 5.856217145919799805e-01 -1.719795167446136475e-01 1.283848136663436890e-01 3.384414111865231140e-02 -1.949835078978165090e-02 1.121433533400045673e-01 9.929240941431919376e-01
1.520621181286883831e+09 5.507624745368957520e-01 -1.768003404140472412e-01 1.256471127271652222e-01 2.900865597557706482e-02 -1.601596134409350933e-02 1.159877821033300643e-01 9.926977491983476343e-01
1.520621181336886168e+09 5.103563070297241211e-01 -1.821851283311843872e-01 1.265735477209091187e-01 2.469987721048779936e-02 -1.343291492162441460e-02 1.174051577580139116e-01 9.926860036256737185e-01
1.520621181387021303e+09 4.639453291893005371e-01 -1.872478425502777100e-01 1.305496841669082642e-01 2.104569726856380871e-02 -9.144567630574775702e-03 1.144529772805602669e-01 9.931636176889210299e-01
1.520621181437023401e+09 4.127897024154663086e-01 -1.920616179704666138e-01 1.361152231693267822e-01 1.942199919950217055e-02 -7.062687613468525763e-03 1.119848427803554203e-01 9.934949921253896088e-01
1.520621181487024546e+09 3.573489785194396973e-01 -1.957630515098571777e-01 1.437228024005889893e-01 1.920007187755490632e-02 -5.102707122282418295e-03 1.091585691365255933e-01 9.938258028467500393e-01
1.520621181537026405e+09 2.985573410987854004e-01 -1.975118368864059448e-01 1.527657657861709595e-01 2.125669482311833350e-02 -3.595074681502318306e-03 1.071800229785842412e-01 9.940058707258933035e-01
1.520621181587027550e+09 2.366140931844711304e-01 -1.979102045297622681e-01 1.624466031789779663e-01 2.355816818121980044e-02 -1.287703790267319751e-03 1.040248137501047776e-01 9.942948217984192150e-01
1.520621181637029409e+09 1.726458370685577393e-01 -1.965028643608093262e-01 1.722382009029388428e-01 2.390792533560425967e-02 4.651179944708740566e-04 1.003988360088316073e-01 9.946598757864267837e-01
1.520621181687031507e+09 1.084177941083908081e-01 -1.937719583511352539e-01 1.817656755447387695e-01 2.106426216161045098e-02 4.184726142224787741e-05 9.902484397398014782e-02 9.948619881090655648e-01
1.520621181737032652e+09 4.478773474693298340e-02 -1.900445222854614258e-01 1.905629634857177734e-01 1.583931805332668141e-02 2.297535340627985308e-03 9.715557990542575406e-02 9.951405079827696509e-01
1.520621181787099838e+09 -1.756742037832736969e-02 -1.863520443439483643e-01 1.983066350221633911e-01 1.193547621610762874e-02 7.529269905421071343e-03 9.415245803114684342e-02 9.954577686415828630e-01
1.520621181837101698e+09 -7.792064547538757324e-02 -1.828890591859817505e-01 2.043828517198562622e-01 1.323217450332598265e-02 1.633866410306458045e-02 8.862599223165253115e-02 9.958430554631565457e-01
1.520621181887102604e+09 -1.360910832881927490e-01 -1.795697659254074097e-01 2.089555710554122925e-01 2.094434291941531245e-02 2.215464870369368913e-02 8.141667022493717654e-02 9.962137480731600991e-01
1.520621181937104702e+09 -1.913511753082275391e-01 -1.769846826791763306e-01 2.125484496355056763e-01 3.149210597053619942e-02 2.327780377801509301e-02 7.123271229783191549e-02 9.966906700734722291e-01
1.520621181987105608e+09 -2.446975708007812500e-01 -1.747776567935943604e-01 2.147381305694580078e-01 3.982339605513117442e-02 2.126822144551118038e-02 6.186395954887709964e-02 9.970629921886157154e-01
1.520621182037106514e+09 -2.968420684337615967e-01 -1.737126559019088745e-01 2.160648256540298462e-01 4.642373656166571411e-02 2.097834087844780565e-02 5.200008213595336964e-02 9.973468490728263358e-01
1.520621182087109804e+09 -3.475406467914581299e-01 -1.727089434862136841e-01 2.157793492078781128e-01 4.902204792887739776e-02 1.706375526952570026e-02 4.567260594740937124e-02 9.976069767894235607e-01
1.520621182137110710e+09 -3.973166644573211670e-01 -1.720522493124008179e-01 2.147134393453598022e-01 4.584785046699417499e-02 1.163083095245310422e-02 4.148625090843043733e-02 9.980188321692503584e-01
1.520621182187082529e+09 -4.448163211345672607e-01 -1.717844307422637939e-01 2.142945677042007446e-01 3.769963299142514712e-02 8.167537068943098513e-03 3.480422556323004013e-02 9.986494354344185309e-01
1.520621182237083435e+09 -4.923743605613708496e-01 -1.727428883314132690e-01 2.137199193239212036e-01 2.791075568780424301e-02 6.874037376972662663e-03 2.522215782504007991e-02 9.992685225112039049e-01
1.520621182287085295e+09 -5.396047234535217285e-01 -1.742952018976211548e-01 2.132859081029891968e-01 1.888388121861313620e-02 7.967462395346285031e-03 1.609073318758718479e-02 9.996604457907624086e-01
1.520621182337086678e+09 -5.859363079071044922e-01 -1.770780235528945923e-01 2.132985144853591919e-01 1.348999515877463869e-02 1.020729449177210958e-02 9.443778549576301029e-03 9.998123054936267629e-01
1.520621182387087345e+09 -6.313667893409729004e-01 -1.807261705398559570e-01 2.138547897338867188e-01 1.385768089251911313e-02 1.301514411794034258e-02 5.054307020054069587e-03 9.998064936198490793e-01
1.520621182437089443e+09 -6.758139133453369141e-01 -1.844538301229476929e-01 2.153749018907546997e-01 1.947553012241151280e-02 1.437634735999284916e-02 1.164138973124700938e-03 9.997062914393842759e-01
1.520621182487091541e+09 -7.196195721626281738e-01 -1.876420527696609497e-01 2.171822041273117065e-01 2.777509586740893252e-02 1.648327154891900126e-02 -3.400465950418887773e-03 9.994725021929923292e-01
1.520621182537092447e+09 -7.628092169761657715e-01 -1.901733428239822388e-01 2.185717523097991943e-01 3.450439259589336422e-02 1.947153225208357250e-02 -1.335963607723680141e-02 9.991255308754893871e-01
1.520621182587069750e+09 -8.059203028678894043e-01 -1.911314278841018677e-01 2.196300774812698364e-01 3.583811951089997672e-02 2.060354304697999475e-02 -2.661852525606230382e-02 9.987905572826699663e-01
1.520621182637070656e+09 -8.479429483413696289e-01 -1.912737786769866943e-01 2.211835086345672607e-01 3.158117260988757558e-02 1.890499585517748174e-02 -3.825884445980360510e-02 9.985897513438141138e-01
1.520621182687072515e+09 -8.872252702713012695e-01 -1.908337026834487915e-01 2.230586707592010498e-01 2.721229325124196324e-02 1.662933046717862684e-02 -4.656812451547171633e-02 9.984059125642901211e-01
1.520621182737073660e+09 -9.243277907371520996e-01 -1.889962404966354370e-01 2.243990153074264526e-01 2.660166134138534227e-02 1.511874243028661115e-02 -5.408142943536638908e-02 9.980676200696184663e-01
1.520621182787075758e+09 -9.597318768501281738e-01 -1.855643540620803833e-01 2.235819399356842041e-01 2.858369842382564585e-02 1.504925103291042919e-02 -6.105595550512592229e-02 9.976114787456689115e-01
1.520621182837076664e+09 -9.939336776733398438e-01 -1.809793859720230103e-01 2.208670973777770996e-01 2.943269585595331000e-02 1.602645889067288304e-02 -6.791943741601683127e-02 9.971277847152630880e-01
1.520621182887078762e+09 -1.026884794235229492e+00 -1.752507984638214111e-01 2.171913981437683105e-01 2.778258093354503411e-02 1.681845958486968481e-02 -7.299358929170883525e-02 9.968034929393939647e-01
1.520621182937080622e+09 -1.058226823806762695e+00 -1.679197996854782104e-01 2.131307274103164673e-01 2.584456334161805771e-02 1.583503406229622157e-02 -7.460455753158057313e-02 9.967524618667585878e-01
1.520621182987081528e+09 -1.088020443916320801e+00 -1.593310236930847168e-01 2.082970142364501953e-01 2.551710638847356702e-02 1.504667013048359772e-02 -7.469193934465238882e-02 9.967665670539309630e-01
